X,Y,Z,facies,density,porosity,permeability
73,5,99,0,2.428213,0.0302,1.181691
73,5,98,0,2.438891,0.023,1.066721
73,5,97,0,2.438446,0.0233,1.085455
73,5,96,0,2.427917,0.0304,1.547822
73,5,95,0,2.429993,0.029,1.086773
73,5,94,0,2.426434,0.0314,1.086105
73,5,93,0,2.426137,0.0316,1.278042
73,5,92,0,2.418426,0.0368,1.08591
73,5,91,0,2.414866,0.0392,1.231609
73,5,90,0,2.418426,0.0368,1.085633
73,5,89,0,2.42065,0.0353,1.113584
73,5,88,0,2.420798,0.0352,1.07181
73,5,87,0,2.430734,0.0285,1.079996
73,5,86,0,2.421985,0.0344,1.060867
73,5,85,0,2.433849,0.0264,1.115118
73,5,84,0,2.42851,0.03,1.086563
73,5,83,0,2.409824,0.0426,1.114448
73,5,82,0,2.438891,0.023,1.086428
73,5,81,0,2.427027,0.031,1.438096
73,5,80,0,2.41546,0.0388,1.258914
77,25,199,0,2.346204,0.0855,10.388432
77,25,198,0,2.364741,0.073,9.219726
77,25,197,0,2.373936,0.0668,10.32595
77,25,196,0,2.378236,0.0639,12.980159
77,25,195,0,2.400333,0.049,10.819321
77,25,194,0,2.365483,0.0725,5.818526
77,25,193,1,2.146289,0.2988,4071.645885
77,25,192,1,2.15163,0.296,3809.254594
77,25,191,1,2.193976,0.2738,2870.714481
77,25,190,1,2.16956,0.2866,3534.841947
77,25,189,1,2.176046,0.2832,2896.476438
77,25,188,1,2.188445,0.2767,2906.230124
77,25,187,1,2.198936,0.2712,2683.181186
77,25,186,1,2.212288,0.2642,2655.522589
77,25,185,1,2.163075,0.29,3988.320034
77,25,184,1,2.146861,0.2985,3146.806221
77,25,183,1,2.188445,0.2767,3301.946254
77,25,182,1,2.214196,0.2632,2800.012692
77,25,181,1,2.179861,0.2812,3132.203713
77,25,180,1,2.187109,0.2774,2898.010803
77,25,179,1,2.197982,0.2717,2784.133141
77,25,178,1,2.197791,0.2718,2959.443138
77,25,177,3,2.374883,0.0508,7.534839
77,25,176,3,2.358104,0.0623,9.66556
77,25,175,0,2.388617,0.0569,5.22478
77,25,174,0,2.360885,0.0756,8.009659
77,25,173,0,2.374529,0.0664,6.78719
77,25,172,0,2.360885,0.0756,6.254131
77,25,171,2,2.266703,0.2367,1416.609011
77,25,170,2,2.210358,0.2662,1475.740513
77,25,169,2,2.217234,0.2626,2422.255775
77,25,168,2,2.205583,0.2687,3339.258191
77,25,167,3,2.357229,0.0629,9.685321
77,25,166,1,2.190161,0.2758,2909.376992
77,25,165,1,2.201797,0.2697,3106.919494
77,25,164,1,2.223733,0.2582,2585.175313
77,25,163,1,2.190543,0.2756,2918.098854
77,25,162,1,2.163647,0.2897,3097.775923
77,25,161,1,2.20237,0.2694,2495.916201
77,25,160,1,2.178526,0.2819,3640.658975
77,25,159,1,2.185393,0.2783,3306.815769
77,25,158,1,2.216676,0.2619,2337.222185
77,25,157,1,2.173757,0.2844,3436.528896
77,25,156,1,2.219346,0.2605,2284.388683
77,25,155,3,2.361898,0.0597,8.310382
77,25,154,2,2.272815,0.2335,1729.099559
77,25,153,2,2.264029,0.2381,1760.516096
77,25,152,2,2.287331,0.2259,1502.449903
77,25,151,2,2.215706,0.2634,3212.624744
77,25,150,2,2.212077,0.2653,3075.034552
77,25,149,2,2.171394,0.2866,3281.708485
77,25,148,2,2.217807,0.2623,4077.462729
77,25,147,2,2.181899,0.2811,3053.022465
77,25,146,2,2.173113,0.2857,2867.939596
77,25,145,2,2.238626,0.2514,2367.009495
77,25,144,2,2.26231,0.239,2220.751683
77,25,143,2,2.307959,0.2151,1727.54751
77,25,142,2,2.25467,0.243,2363.034161
77,25,141,2,2.227548,0.2572,2694.511243
77,25,140,2,2.198325,0.2725,3850.9688
77,25,139,2,2.163563,0.2907,3033.262528
77,25,138,2,2.151721,0.2969,3311.006246
77,25,137,3,2.35577,0.0639,11.366323
77,25,136,3,2.35577,0.0639,12.073689
77,25,135,3,2.350809,0.0673,11.346711
77,25,134,1,2.146289,0.2988,3954.940918
77,25,133,1,2.156399,0.2935,3272.427247
77,25,132,1,2.178144,0.2821,3434.94668
77,25,131,3,2.348475,0.0689,12.584037
77,25,130,0,2.358957,0.0769,30.942828
77,25,129,0,2.358809,0.077,6.719253
77,25,128,0,2.378385,0.0638,22.505569
77,25,127,0,2.381795,0.0615,14.81392
77,25,126,0,2.366372,0.0719,6.204303
77,25,125,0,2.402557,0.0475,5.499839
77,25,124,0,2.374232,0.0666,6.74497
77,25,123,0,2.379126,0.0633,5.298757
77,25,122,0,2.365038,0.0728,7.102938
77,25,121,0,2.377346,0.0645,7.450784
77,25,120,0,2.382834,0.0608,5.469265
77,25,119,0,2.40063,0.0488,2.006259
77,25,118,0,2.393659,0.0535,2.899666
77,25,117,0,2.35614,0.0788,10.365733
77,25,116,0,2.395736,0.0521,2.56884
77,25,115,0,2.378681,0.0636,4.393049
77,25,114,0,2.402854,0.0473,4.978529
77,25,113,3,2.365399,0.0573,7.164518
77,25,112,3,2.372403,0.0525,5.070432
77,25,111,3,2.376634,0.0496,4.864811
77,25,110,0,2.403744,0.0467,1.3123
77,25,109,0,2.411011,0.0418,2.56181
77,25,108,0,2.42154,0.0347,2.59608
77,25,107,0,2.418722,0.0366,2.615381
77,25,106,0,2.41279,0.0406,2.051554
77,25,105,0,2.400778,0.0487,2.599932
77,25,104,0,2.407451,0.0442,2.159151
77,25,103,0,2.419315,0.0362,2.045667
77,25,102,0,2.424803,0.0325,1.905606
77,25,101,0,2.41976,0.0359,1.41205
77,25,100,0,2.421836,0.0345,1.2747
77,25,99,1,2.213814,0.2634,3648.799502
77,25,98,1,2.214577,0.263,3984.648346
77,25,97,1,2.192069,0.2748,4103.080144
77,25,96,1,2.165936,0.2885,4792.145547
77,25,95,1,2.173376,0.2846,4387.023896
77,25,94,1,2.180052,0.2811,4629.349822
77,25,93,1,2.188063,0.2769,3947.662353
77,25,92,1,2.20771,0.2666,3959.770355
77,25,91,1,2.219728,0.2603,2470.131079
77,25,90,1,2.229647,0.2551,2965.172748
77,25,89,1,2.227549,0.2562,2841.646167
77,25,88,1,2.217248,0.2616,3317.187346
77,25,87,1,2.205994,0.2675,3733.962912
77,25,86,1,2.19226,0.2747,3432.811844
77,25,85,1,2.193404,0.2741,3683.748737
77,25,84,1,2.173757,0.2844,4406.055872
77,25,83,3,2.370068,0.0541,5.49732
77,25,82,3,2.367734,0.0557,4.765451
77,25,81,3,2.361168,0.0602,5.337022
77,25,80,3,2.376488,0.0497,5.508178
83,45,199,0,2.346945,0.085,38.957403
83,45,198,0,2.364741,0.073,20.409389
83,45,197,0,2.391435,0.055,29.487639
83,45,196,0,2.34472,0.0865,20.479531
83,45,195,0,2.346797,0.0851,28.724998
83,45,194,0,2.345907,0.0857,30.434768
83,45,193,2,2.138924,0.3036,3245.338486
83,45,192,2,2.210358,0.2662,3641.245828
83,45,191,2,2.202718,0.2702,3620.595439
83,45,190,2,2.212077,0.2653,2460.08436
83,45,189,2,2.256007,0.2423,2359.391443
83,45,188,2,2.207111,0.2679,2444.330912
83,45,187,2,2.173304,0.2856,3950.936048
83,45,186,2,2.170057,0.2873,4431.49231
83,45,185,2,2.093275,0.3275,4894.856902
83,45,184,2,2.148283,0.2987,3373.261425
83,45,183,2,2.183045,0.2805,3725.975544
83,45,182,2,2.243019,0.2491,2513.622181
83,45,181,2,2.202336,0.2704,2349.254135
83,45,180,2,2.212077,0.2653,2864.50774
83,45,179,2,2.192404,0.2756,2392.048605
83,45,178,2,2.204437,0.2693,1925.129726
83,45,177,2,2.188011,0.2779,2891.81163
83,45,176,2,2.19164,0.276,3687.652591
83,45,175,2,2.150384,0.2976,2867.543402
83,45,174,3,2.352122,0.0664,12.187089
83,45,173,3,2.352706,0.066,12.888429
83,45,172,3,2.350955,0.0672,12.222217
83,45,171,1,2.180815,0.2807,2842.496902
83,45,170,1,2.19493,0.2733,2999.922256
83,45,169,1,2.177763,0.2823,3308.719874
83,45,168,1,2.168798,0.287,3188.306026
83,45,167,1,2.18482,0.2786,3186.911475
83,45,166,1,2.176428,0.283,3106.991034
83,45,165,1,2.186919,0.2775,3324.834252
83,45,164,1,2.149532,0.2971,3430.836328
83,45,163,1,2.168225,0.2873,3145.502249
83,45,162,3,2.361022,0.0603,10.926725
83,45,161,0,2.39277,0.0541,50.927224
83,45,160,0,2.375419,0.0658,41.701339
83,45,159,0,2.365779,0.0723,40.599436
83,45,158,0,2.372898,0.0675,22.550179
83,45,157,0,2.363851,0.0736,17.840212
83,45,156,0,2.389952,0.056,5.530737
83,45,155,3,2.382324,0.0457,5.410944
83,45,154,3,2.374737,0.0509,5.047043
83,45,153,0,2.365927,0.0722,13.060807
83,45,152,0,2.396032,0.0519,18.237277
83,45,151,0,2.3858,0.0588,11.870527
83,45,150,0,2.388024,0.0573,19.821203
83,45,149,0,2.391287,0.0551,24.056919
83,45,148,0,2.378681,0.0636,19.341939
83,45,147,3,2.359855,0.0611,5.709591
83,45,146,3,2.35577,0.0639,6.268751
83,45,145,0,2.362961,0.0742,21.37027
83,45,144,0,2.349169,0.0835,12.343548
83,45,143,0,2.346352,0.0854,6.309515
83,45,142,0,2.365631,0.0724,20.031801
83,45,141,0,2.35525,0.0794,11.438524
83,45,140,0,2.377495,0.0644,13.3024
83,45,139,0,2.372008,0.0681,5.795488
83,45,138,0,2.349614,0.0832,18.371305
83,45,137,0,2.367262,0.0713,24.091287
83,45,136,0,2.380164,0.0626,15.098368
83,45,135,0,2.364148,0.0734,23.70664
83,45,134,0,2.361182,0.0754,18.403906
83,45,133,0,2.357919,0.0776,10.259117
83,45,132,0,2.360292,0.076,9.223739
83,45,131,0,2.396922,0.0513,11.475986
83,45,130,0,2.404337,0.0463,15.385797
83,45,129,0,2.376308,0.0652,4.127224
83,45,128,0,2.386096,0.0586,8.197756
83,45,127,0,2.374232,0.0666,12.798822
83,45,126,0,2.374825,0.0662,11.144228
83,45,125,0,2.374084,0.0667,11.925044
83,45,124,0,2.393363,0.0537,12.773208
83,45,123,0,2.419167,0.0363,9.218749
83,45,122,0,2.413235,0.0403,5.847685
83,45,121,0,2.419464,0.0361,4.241495
83,45,120,0,2.406265,0.045,5.720671
83,45,119,1,2.212288,0.2642,4251.478626
83,45,118,3,2.342931,0.0727,14.366468
83,45,117,3,2.356499,0.0634,14.88504
83,45,116,0,2.342644,0.0879,27.657314
83,45,115,0,2.366224,0.072,10.284188
83,45,114,0,2.355991,0.0789,44.202822
83,45,113,1,2.198936,0.2712,4127.052561
83,45,112,1,2.19989,0.2707,3819.618604
83,45,111,1,2.183485,0.2793,4310.324828
83,45,110,1,2.187682,0.2771,5122.830659
83,45,109,1,2.165555,0.2887,5065.006418
83,45,108,1,2.17967,0.2813,5213.507468
83,45,107,1,2.171277,0.2857,4121.354764
83,45,106,1,2.183104,0.2795,4732.057356
83,45,105,1,2.195884,0.2728,4731.730489
83,45,104,1,2.201034,0.2701,4343.501742
83,45,103,1,2.181196,0.2805,4869.899514
83,45,102,1,2.163647,0.2897,5041.386569
83,45,101,3,2.369193,0.0547,7.001418
83,45,100,3,2.370798,0.0536,8.571622
83,45,99,1,2.149341,0.2972,5311.901339
83,45,98,3,2.369485,0.0545,5.710722
83,45,97,3,2.368317,0.0553,6.311404
83,45,96,0,2.383575,0.0603,13.241281
83,45,95,0,2.365779,0.0723,10.40519
83,45,94,0,2.393956,0.0533,7.481299
83,45,93,0,2.394104,0.0532,6.77924
83,45,92,0,2.3901,0.0559,5.884614
83,45,91,0,2.389507,0.0563,7.984836
83,45,90,0,2.391287,0.0551,2.787514
83,45,89,0,2.365334,0.0726,7.846808
83,45,88,0,2.361182,0.0754,9.223123
83,45,87,0,2.349911,0.083,10.261952
83,45,86,0,2.357029,0.0782,6.117233
83,45,85,0,2.398405,0.0503,4.333562
83,45,84,0,2.394401,0.053,5.815901
83,45,83,0,2.384465,0.0597,3.614648
83,45,82,0,2.353322,0.0807,7.884243
83,45,81,0,2.378088,0.064,9.791269
83,45,80,0,2.349763,0.0831,10.77879
83,65,199,0,2.327221,0.0983,20.475287
83,65,198,0,2.331373,0.0955,33.664332
83,65,197,0,2.316543,0.1055,24.117928
83,65,196,0,2.373787,0.0669,73.424331
83,65,195,0,2.37438,0.0665,41.107399
83,65,194,0,2.32381,0.1006,79.106105
83,65,193,0,2.322327,0.1016,139.865306
83,65,192,0,2.316543,0.1055,172.028341
83,65,191,0,2.351097,0.0822,58.914202
83,65,190,0,2.296078,0.1193,78.73358
83,65,189,0,2.305718,0.1128,61.881381
83,65,188,0,2.314764,0.1067,104.14298
83,65,187,0,2.320548,0.1028,63.148058
83,65,186,0,2.307349,0.1117,95.508055
83,65,185,0,2.3247,0.1,73.872024
83,65,184,0,2.296523,0.119,50.502165
83,65,183,0,2.337009,0.0917,163.719346
83,65,182,0,2.346945,0.085,50.122186
83,65,181,0,2.342644,0.0879,98.455504
83,65,180,0,2.335526,0.0927,65.587337
83,65,179,0,2.354953,0.0796,96.116954
83,65,178,0,2.361182,0.0754,38.479551
83,65,177,0,2.364148,0.0734,53.705653
83,65,176,0,2.349318,0.0834,56.620018
83,65,175,0,2.345462,0.086,43.466032
83,65,174,0,2.346055,0.0856,30.824071
83,65,173,0,2.385058,0.0593,53.994559
83,65,172,0,2.322327,0.1016,79.05876
83,65,171,3,2.35577,0.0639,10.159211
83,65,170,3,2.362335,0.0594,10.438305
83,65,169,0,2.314022,0.1072,95.547648
83,65,168,0,2.345759,0.0858,60.819102
83,65,167,0,2.341903,0.0884,30.76876
83,65,166,0,2.315357,0.1063,59.135735
83,65,165,0,2.340568,0.0893,20.906436
83,65,164,0,2.331818,0.0952,44.094051
83,65,163,0,2.3247,0.1,38.507028
83,65,162,0,2.310167,0.1098,73.468302
83,65,161,0,2.326924,0.0985,24.198587
83,65,160,0,2.329297,0.0969,41.185088
83,65,159,0,2.360737,0.0757,61.156131
83,65,158,0,2.32559,0.0994,57.904191
83,65,157,0,2.347686,0.0845,44.198751
83,65,156,0,2.354508,0.0799,51.189395
83,65,155,0,2.337157,0.0916,67.801609
83,65,154,0,2.317878,0.1046,64.146062
83,65,153,0,2.346055,0.0856,44.207912
83,65,152,0,2.343237,0.0875,77.950696
83,65,151,0,2.332412,0.0948,24.121261
83,65,150,0,2.361775,0.075,18.602015
83,65,149,0,2.332115,0.095,11.330524
83,65,148,0,2.378978,0.0634,13.255008
83,65,147,0,2.393808,0.0534,5.822775
83,65,146,0,2.388766,0.0568,26.772566
83,65,145,0,2.379719,0.0629,5.162582
83,65,144,0,2.39796,0.0506,12.655812
83,65,143,0,2.385058,0.0593,13.331223
83,65,142,0,2.394104,0.0532,5.504438
83,65,141,0,2.364296,0.0733,7.845579
83,65,140,0,2.39099,0.0553,5.749261
83,65,139,0,2.368597,0.0704,2.678151
83,65,138,0,2.383723,0.0602,7.868537
83,65,137,0,2.395736,0.0521,6.793037
83,65,136,0,2.384168,0.0599,5.162761
83,65,135,0,2.384465,0.0597,28.751466
83,65,134,0,2.389655,0.0562,5.818861
83,65,133,0,2.363999,0.0735,13.385358
83,65,132,0,2.373194,0.0673,5.426215
83,65,131,0,2.37097,0.0688,10.360244
83,65,130,0,2.374529,0.0664,9.934751
83,65,129,0,2.366521,0.0718,17.988295
83,65,128,0,2.364148,0.0734,14.800282
83,65,127,0,2.391287,0.0551,13.461083
83,65,126,0,2.356733,0.0784,10.40471
83,65,125,0,2.374677,0.0663,12.709252
83,65,124,0,2.402854,0.0473,10.553099
83,65,123,0,2.358661,0.0771,21.128078
83,65,122,0,2.395143,0.0525,12.083145
83,65,121,0,2.384613,0.0596,19.236232
83,65,120,0,2.368152,0.0707,14.886754
83,65,119,2,2.258108,0.2412,2692.030649
83,65,118,3,2.364232,0.0581,6.481731
83,65,117,1,2.199127,0.2711,3790.094164
83,65,116,1,2.168607,0.2871,3993.558035
83,65,115,1,2.203514,0.2688,4759.814197
83,65,114,1,2.182531,0.2798,4357.726806
83,65,113,3,2.365983,0.0569,10.140982
83,65,112,3,2.352998,0.0658,10.236701
83,65,111,0,2.348576,0.0839,17.993266
83,65,110,0,2.371859,0.0682,9.212426
83,65,109,0,2.343386,0.0874,26.237352
83,65,108,0,2.320844,0.1026,38.399008
83,65,107,0,2.357771,0.0777,8.731623
83,65,106,0,2.355695,0.0791,6.345575
83,65,105,0,2.330335,0.0962,12.399666
83,65,104,0,2.363703,0.0737,4.349907
83,65,103,0,2.341161,0.0889,5.843755
83,65,102,0,2.386393,0.0584,10.257936
83,65,101,0,2.380164,0.0626,5.205243
83,65,100,0,2.37008,0.0694,3.63838
83,65,99,2,2.177697,0.2833,3999.539589
83,65,98,2,2.228312,0.2568,4081.219941
83,65,97,2,2.254479,0.2431,4103.930525
83,65,96,2,2.217043,0.2627,3609.192116
83,65,95,3,2.368609,0.0551,6.315838
83,65,94,1,2.206184,0.2674,4503.913074
83,65,93,1,2.205231,0.2679,3546.010359
83,65,92,1,2.215913,0.2623,3430.836328
83,65,91,3,2.37036,0.0539,7.429216
83,65,90,0,2.396032,0.0519,10.595221
83,65,89,0,2.372156,0.068,9.508697
83,65,88,0,2.391287,0.0551,12.636593
83,65,87,0,2.411455,0.0415,7.764348
83,65,86,0,2.396032,0.0519,5.336703
83,65,85,0,2.396922,0.0513,4.892671
83,65,84,0,2.406117,0.0451,4.894733
83,65,83,0,2.394253,0.0531,5.864095
83,65,82,0,2.395439,0.0523,6.154248
83,65,81,0,2.406117,0.0451,12.729754
83,65,80,0,2.39188,0.0547,5.182902
83,65,199,0,2.327221,0.0983,20.475287
83,65,198,0,2.331373,0.0955,33.664332
83,65,197,0,2.316543,0.1055,24.117928
83,65,196,0,2.373787,0.0669,73.424331
83,65,195,0,2.37438,0.0665,41.107399
83,65,194,0,2.32381,0.1006,79.106105
83,65,193,0,2.322327,0.1016,139.865306
83,65,192,0,2.316543,0.1055,172.028341
83,65,191,0,2.351097,0.0822,58.914202
83,65,190,0,2.296078,0.1193,78.73358
83,65,189,0,2.305718,0.1128,61.881381
83,65,188,0,2.314764,0.1067,104.14298
83,65,187,0,2.320548,0.1028,63.148058
83,65,186,0,2.307349,0.1117,95.508055
83,65,185,0,2.3247,0.1,73.872024
83,65,184,0,2.296523,0.119,50.502165
83,65,183,0,2.337009,0.0917,163.719346
83,65,182,0,2.346945,0.085,50.122186
83,65,181,0,2.342644,0.0879,98.455504
83,65,180,0,2.335526,0.0927,65.587337
83,65,179,0,2.354953,0.0796,96.116954
83,65,178,0,2.361182,0.0754,38.479551
83,65,177,0,2.364148,0.0734,53.705653
83,65,176,0,2.349318,0.0834,56.620018
83,65,175,0,2.345462,0.086,43.466032
83,65,174,0,2.346055,0.0856,30.824071
83,65,173,0,2.385058,0.0593,53.994559
83,65,172,0,2.322327,0.1016,79.05876
83,65,171,3,2.35577,0.0639,10.159211
83,65,170,3,2.362335,0.0594,10.438305
83,65,169,0,2.314022,0.1072,95.547648
83,65,168,0,2.345759,0.0858,60.819102
83,65,167,0,2.341903,0.0884,30.76876
83,65,166,0,2.315357,0.1063,59.135735
83,65,165,0,2.340568,0.0893,20.906436
83,65,164,0,2.331818,0.0952,44.094051
83,65,163,0,2.3247,0.1,38.507028
83,65,162,0,2.310167,0.1098,73.468302
83,65,161,0,2.326924,0.0985,24.198587
83,65,160,0,2.329297,0.0969,41.185088
83,65,159,0,2.360737,0.0757,61.156131
83,65,158,0,2.32559,0.0994,57.904191
83,65,157,0,2.347686,0.0845,44.198751
83,65,156,0,2.354508,0.0799,51.189395
83,65,155,0,2.337157,0.0916,67.801609
83,65,154,0,2.317878,0.1046,64.146062
83,65,153,0,2.346055,0.0856,44.207912
83,65,152,0,2.343237,0.0875,77.950696
83,65,151,0,2.332412,0.0948,24.121261
83,65,150,0,2.361775,0.075,18.602015
83,65,149,0,2.332115,0.095,11.330524
83,65,148,0,2.378978,0.0634,13.255008
83,65,147,0,2.393808,0.0534,5.822775
83,65,146,0,2.388766,0.0568,26.772566
83,65,145,0,2.379719,0.0629,5.162582
83,65,144,0,2.39796,0.0506,12.655812
83,65,143,0,2.385058,0.0593,13.331223
83,65,142,0,2.394104,0.0532,5.504438
83,65,141,0,2.364296,0.0733,7.845579
83,65,140,0,2.39099,0.0553,5.749261
83,65,139,0,2.368597,0.0704,2.678151
83,65,138,0,2.383723,0.0602,7.868537
83,65,137,0,2.395736,0.0521,6.793037
83,65,136,0,2.384168,0.0599,5.162761
83,65,135,0,2.384465,0.0597,28.751466
83,65,134,0,2.389655,0.0562,5.818861
83,65,133,0,2.363999,0.0735,13.385358
83,65,132,0,2.373194,0.0673,5.426215
83,65,131,0,2.37097,0.0688,10.360244
83,65,130,0,2.374529,0.0664,9.934751
83,65,129,0,2.366521,0.0718,17.988295
83,65,128,0,2.364148,0.0734,14.800282
83,65,127,0,2.391287,0.0551,13.461083
83,65,126,0,2.356733,0.0784,10.40471
83,65,125,0,2.374677,0.0663,12.709252
83,65,124,0,2.402854,0.0473,10.553099
83,65,123,0,2.358661,0.0771,21.128078
83,65,122,0,2.395143,0.0525,12.083145
83,65,121,0,2.384613,0.0596,19.236232
83,65,120,0,2.368152,0.0707,14.886754
83,65,119,2,2.258108,0.2412,2692.030649
83,65,118,3,2.364232,0.0581,6.481731
83,65,117,1,2.199127,0.2711,3790.094164
83,65,116,1,2.168607,0.2871,3993.558035
83,65,115,1,2.203514,0.2688,4759.814197
83,65,114,1,2.182531,0.2798,4357.726806
83,65,113,3,2.365983,0.0569,10.140982
83,65,112,3,2.352998,0.0658,10.236701
83,65,111,0,2.348576,0.0839,17.993266
83,65,110,0,2.371859,0.0682,9.212426
83,65,109,0,2.343386,0.0874,26.237352
83,65,108,0,2.320844,0.1026,38.399008
83,65,107,0,2.357771,0.0777,8.731623
83,65,106,0,2.355695,0.0791,6.345575
83,65,105,0,2.330335,0.0962,12.399666
83,65,104,0,2.363703,0.0737,4.349907
83,65,103,0,2.341161,0.0889,5.843755
83,65,102,0,2.386393,0.0584,10.257936
83,65,101,0,2.380164,0.0626,5.205243
83,65,100,0,2.37008,0.0694,3.63838
83,65,99,2,2.177697,0.2833,3999.539589
83,65,98,2,2.228312,0.2568,4081.219941
83,65,97,2,2.254479,0.2431,4103.930525
83,65,96,2,2.217043,0.2627,3609.192116
83,65,95,3,2.368609,0.0551,6.315838
83,65,94,1,2.206184,0.2674,4503.913074
83,65,93,1,2.205231,0.2679,3546.010359
83,65,92,1,2.215913,0.2623,3430.836328
83,65,91,3,2.37036,0.0539,7.429216
83,65,90,0,2.396032,0.0519,10.595221
83,65,89,0,2.372156,0.068,9.508697
83,65,88,0,2.391287,0.0551,12.636593
83,65,87,0,2.411455,0.0415,7.764348
83,65,86,0,2.396032,0.0519,5.336703
83,65,85,0,2.396922,0.0513,4.892671
83,65,84,0,2.406117,0.0451,4.894733
83,65,83,0,2.394253,0.0531,5.864095
83,65,82,0,2.395439,0.0523,6.154248
83,65,81,0,2.406117,0.0451,12.729754
83,65,80,0,2.39188,0.0547,5.182902
87,85,199,0,2.316988,0.1052,77.385573
87,85,198,0,2.289553,0.1237,59.460698
